INDEX,DESCRIPTION,CATEGORY
4534,A man tried to grab me in public,"Catcalls/Whistles, Touching /Groping, "
4535,A man was commenting and trying to call out to me using names,"Catcalls/Whistles, Commenting, "
4536,there is a woman whenenver i pass near her from or to school she calls me her love and tries to touch my private part.,"Commenting, Touching /Groping, "
4537,Continuous staring and trying to come close and touch,"Catcalls/Whistles, Commenting, Touching /Groping, "
4538,"A man randomly appears in front of me and asks about a certain location to which i showed him the directions, he later asks em to accompany him and smiled saying that he was safe to be with.","Others, "
4539,A man commented on my figure while i was passing,"Catcalls/Whistles, Commenting, "
4540,A man touched me inappropriately,"Touching /Groping, "
4541,A man stepped on my feet and did not even say sorry but just smiled funnily at me but I assumed.,"Ogling/Facial Expressions/Staring, "
4542,it was raining heavily and there were no vehicles at the bus station. a personal car stopped at the stage and the driver told two girls to board the car. They were taken to karura forest and raped,"Rape / Sexual Assault, "
4543,I was at olympic stage waiting for a bus and the men idling there started calling me and telling me to come sah  hi,"Catcalls/Whistles, "
4544,I was heading home and a stranger spanked me and passed as if he had not done anything wrong. I felt bad and couldn’t do anything,"Touching /Groping, "
4545,she was on her way to town when she realised that her neighbour had followed her from kibera to her place of work.,"Stalking, "
4546,I was standing when a neighbour spanked me.,"Touching /Groping, "
4547,I was waiting for a bus on my way to college and a man came close to me and touched my breast and started saying your breast are beautiful,"Touching /Groping, "
4548,young boys and girls were sexually abused at undugu grounds in the bushy area of nairobi dam by youths who were high on drugs. This usually happens oftenly despite the area having a policepost at the gate of undugu school,"Rape / Sexual Assault, "
4549,an uncle to a minor defiled her at their home in lindi village near crying stone bar,"Rape / Sexual Assault, "
4550,several girls were rescued at a video den in mashimoni village where they were being exploited to pornographic films at the video hall,"Sexual Invites, "
4551,a girl wa being chased and followed by several boys around the legion maria church area on her way to the shop at around 7.30pm,"Stalking, "
4552,a 9year old school girl of shadrack kimalel was found injured and bleeding behind lindi friends church in lindi village after being defiled and left at the scene,"Rape / Sexual Assault, "
4553,several girls at siloam in silanga are staying in this rescue centre with no security. Most of them are being exploited to sexual activities and other forms of abuse leading to early pregnancies,"Sexual Invites, "
4554,"some group of idle boys sit at usalama bridge that connects lindi and laini saba harassing, chasing and even sexually abusing girls on their way to school","Others, "
4555,there is this man who is known for disturbing girls. One day I was sent to the market by my mother around 1pm and I met this man on my way and he forced me to stand with him and I refused then he touched my breasts,"Touching /Groping, "
4556,when I went to visit my friend I found her brother and he told me to sit and he came and removed his belt and wanted to rape me but he did not succeed,"Others, "
4557,I was going to fetch water near our home and a white man came and pulled me while touching my breast but I managed to escape,"Touching /Groping, "
4558,there was a man who was pretending to be drunk and started touching girl's private parts and he claims that he does not know what he is doing,"Touching /Groping, "
4559,"When passing at Toi market, some men follow you up to where you are going","Stalking, "
4560,a girl was raped last week at night by a stranger when she was coming from school heading home,"Rape / Sexual Assault, "
4561,he told me that I am boasting and I am shapeles,"Commenting, "
4562,some men were smoking bhang and they strated whistling and I was uncomfortable,"Catcalls/Whistles, "
4563,I was heading home from school and I saw a group of men sitting inside the kiosk. There was a girl who was being whistled at by the men. I passed there and I was whistled at and felt very uncomfortable,"Catcalls/Whistles, "
4564,my friend was passing by mashimoni area and men who normally sit in a kiosk near the railway chewing mirror were caling and whistling at her,"Catcalls/Whistles, "
4565,a boy tried touching another girls private part,"Touching /Groping, "
4566,he tried to force her to have sex with him,"Others, "
4567,she was sexually abused by her boyfriend,"Rape / Sexual Assault, "
4568,there is a boy who lied to me and took me to his friend and he slept with me for 3 days until my mum complained and that is when he threw me out of his house at night,"Rape / Sexual Assault, "
4569,"I went to the shop at night and while standing buying my food stuff, a man touched my behind with his two hands and when I tiurned to ask him what he is doing he denied touching me and walked away quickly withought buying a thing from the shop","Touching /Groping, "
4570,I was walking by the olympic road and some men were idling outside a movie shop they were staring at some girls passing and when I passed there they as well pstared at me.,"Ogling/Facial Expressions/Staring, "
4571,I was walking at kisumu ndogo and some men who usually idle besids the railway line were string at me and this made me uncomfortable,"Ogling/Facial Expressions/Staring, "
